Filename,Dimension Duplicate,Dimension Original
ISIC_0007332_downsampled.jpg,"(682, 682)","(1024, 682)"
ISIC_0027513.jpg,"(450, 450)","(600, 450)"
ISIC_0033253.jpg,"(450, 450)","(600, 450)"
ISIC_0027553.jpg,"(450, 450)","(600, 450)"
ISIC_0024816.jpg,"(450, 450)","(600, 450)"
ISIC_0031772.jpg,"(450, 450)","(600, 450)"
ISIC_0025472.jpg,"(450, 450)","(600, 450)"
ISIC_0031612.jpg,"(450, 450)","(600, 450)"
ISIC_0013189_downsampled.jpg,"(684, 684)","(1024, 685)"
ISIC_0025808.jpg,"(450, 450)","(600, 450)"
ISIC_0032953.jpg,"(450, 450)","(600, 450)"
ISIC_0027069.jpg,"(450, 450)","(600, 450)"
ISIC_0028792.jpg,"(450, 450)","(600, 450)"
ISIC_0011128.jpg,"(768, 768)","(1024, 768)"
ISIC_0030744.jpg,"(450, 450)","(600, 450)"
ISIC_0032436.jpg,"(450, 450)","(600, 450)"
ISIC_0032255.jpg,"(450, 450)","(600, 450)"
ISIC_0031179.jpg,"(450, 450)","(600, 450)"
ISIC_0027507.jpg,"(450, 450)","(600, 450)"
ISIC_0030341.jpg,"(450, 450)","(600, 450)"
ISIC_0026566.jpg,"(450, 450)","(600, 450)"
ISIC_0031553.jpg,"(450, 450)","(600, 450)"
ISIC_0028271.jpg,"(450, 450)","(600, 450)"
ISIC_0032129.jpg,"(450, 450)","(600, 450)"
ISIC_0029733.jpg,"(450, 450)","(600, 450)"
ISIC_0025427.jpg,"(450, 450)","(600, 450)"
ISIC_0030691.jpg,"(450, 450)","(600, 450)"
ISIC_0015157_downsampled.jpg,"(676, 676)","(1024, 676)"
ISIC_0029082.jpg,"(450, 450)","(600, 450)"
ISIC_0031081.jpg,"(450, 450)","(600, 450)"
ISIC_0028460.jpg,"(450, 450)","(600, 450)"
ISIC_0029189.jpg,"(450, 450)","(600, 450)"
ISIC_0028413.jpg,"(450, 450)","(600, 450)"
ISIC_0024960.jpg,"(450, 450)","(600, 450)"
ISIC_0031259.jpg,"(450, 450)","(600, 450)"
ISIC_0025206.jpg,"(450, 450)","(600, 450)"
ISIC_0024356.jpg,"(450, 450)","(600, 450)"
ISIC_0033605.jpg,"(450, 450)","(600, 450)"
ISIC_0015218_downsampled.jpg,"(680, 680)","(1024, 681)"
ISIC_0025534.jpg,"(450, 450)","(600, 450)"
ISIC_0025323.jpg,"(450, 450)","(600, 450)"
ISIC_0027399.jpg,"(450, 450)","(600, 450)"
ISIC_0027110.jpg,"(450, 450)","(600, 450)"
ISIC_0031047.jpg,"(450, 450)","(600, 450)"
ISIC_0025724.jpg,"(450, 450)","(600, 450)"
ISIC_0030611.jpg,"(450, 450)","(600, 450)"
ISIC_0016055_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0028852.jpg,"(450, 450)","(600, 450)"
ISIC_0030525.jpg,"(450, 450)","(600, 450)"
ISIC_0025483.jpg,"(450, 450)","(600, 450)"
ISIC_0031735.jpg,"(450, 450)","(600, 450)"
ISIC_0014615_downsampled.jpg,"(764, 764)","(1024, 764)"
ISIC_0014938_downsampled.jpg,"(678, 678)","(1024, 679)"
ISIC_0032053.jpg,"(450, 450)","(600, 450)"
ISIC_0032137.jpg,"(450, 450)","(600, 450)"
ISIC_0013836_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0032825.jpg,"(450, 450)","(600, 450)"
ISIC_0027471.jpg,"(450, 450)","(600, 450)"
ISIC_0026753.jpg,"(450, 450)","(600, 450)"
ISIC_0014504_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0000299.jpg,"(576, 576)","(767, 576)"
ISIC_0025571.jpg,"(450, 450)","(600, 450)"
ISIC_0033081.jpg,"(450, 450)","(600, 450)"
ISIC_0014638_downsampled.jpg,"(764, 764)","(1024, 764)"
ISIC_0029254.jpg,"(450, 450)","(600, 450)"
ISIC_0030279.jpg,"(450, 450)","(600, 450)"
ISIC_0030177.jpg,"(450, 450)","(600, 450)"
ISIC_0027705.jpg,"(450, 450)","(600, 450)"
ISIC_0029337.jpg,"(450, 450)","(600, 450)"
ISIC_0027073.jpg,"(450, 450)","(600, 450)"
ISIC_0028847.jpg,"(450, 450)","(600, 450)"
ISIC_0024519.jpg,"(450, 450)","(600, 450)"
ISIC_0012959_downsampled.jpg,"(684, 684)","(1024, 685)"
ISIC_0013268_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0033665.jpg,"(450, 450)","(600, 450)"
ISIC_0025538.jpg,"(450, 450)","(600, 450)"
ISIC_0030362.jpg,"(450, 450)","(600, 450)"
ISIC_0028801.jpg,"(450, 450)","(600, 450)"
ISIC_0000157.jpg,"(628, 628)","(963, 629)"
ISIC_0013636_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0033872.jpg,"(450, 450)","(600, 450)"
ISIC_0000029_downsampled.jpg,"(768, 768)","(1024, 768)"
ISIC_0026610.jpg,"(450, 450)","(600, 450)"
ISIC_0010173.jpg,"(768, 768)","(1024, 768)"
ISIC_0029458.jpg,"(450, 450)","(600, 450)"
ISIC_0026244.jpg,"(450, 450)","(600, 450)"
ISIC_0031280.jpg,"(450, 450)","(600, 450)"
ISIC_0009946.jpg,"(768, 768)","(1024, 768)"
ISIC_0031975.jpg,"(450, 450)","(600, 450)"
ISIC_0024915.jpg,"(450, 450)","(600, 450)"
ISIC_0024618.jpg,"(450, 450)","(600, 450)"
ISIC_0029313.jpg,"(450, 450)","(600, 450)"
ISIC_0012678_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0030759.jpg,"(450, 450)","(600, 450)"
ISIC_0012318_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0031214.jpg,"(450, 450)","(600, 450)"
ISIC_0029511.jpg,"(450, 450)","(600, 450)"
ISIC_0026255.jpg,"(450, 450)","(600, 450)"
ISIC_0030537.jpg,"(450, 450)","(600, 450)"
ISIC_0025539.jpg,"(450, 450)","(600, 450)"
ISIC_0010476.jpg,"(768, 768)","(1024, 768)"
ISIC_0026416.jpg,"(450, 450)","(600, 450)"
ISIC_0028926.jpg,"(450, 450)","(600, 450)"
ISIC_0032033.jpg,"(450, 450)","(600, 450)"
ISIC_0026377.jpg,"(450, 450)","(600, 450)"
ISIC_0026214.jpg,"(450, 450)","(600, 450)"
ISIC_0014640_downsampled.jpg,"(764, 764)","(1024, 764)"
ISIC_0011105.jpg,"(768, 768)","(1024, 768)"
ISIC_0014815_downsampled.jpg,"(678, 678)","(1024, 679)"
ISIC_0030250.jpg,"(450, 450)","(600, 450)"
ISIC_0030769.jpg,"(450, 450)","(600, 450)"
ISIC_0027264.jpg,"(450, 450)","(600, 450)"
ISIC_0026563.jpg,"(450, 450)","(600, 450)"
ISIC_0030871.jpg,"(450, 450)","(600, 450)"
ISIC_0000104_downsampled.jpg,"(768, 768)","(1024, 768)"
ISIC_0029023.jpg,"(450, 450)","(600, 450)"
ISIC_0033480.jpg,"(450, 450)","(600, 450)"
ISIC_0015983_downsampled.jpg,"(684, 684)","(1024, 685)"
ISIC_0014713_downsampled.jpg,"(682, 682)","(1024, 682)"
ISIC_0031073.jpg,"(450, 450)","(600, 450)"
ISIC_0034191.jpg,"(450, 450)","(600, 450)"
ISIC_0030151.jpg,"(450, 450)","(600, 450)"
ISIC_0032606.jpg,"(450, 450)","(600, 450)"
ISIC_0032665.jpg,"(450, 450)","(600, 450)"
ISIC_0025679.jpg,"(450, 450)","(600, 450)"
ISIC_0000366.jpg,"(576, 576)","(767, 576)"
ISIC_0025930.jpg,"(450, 450)","(600, 450)"
ISIC_0026221.jpg,"(450, 450)","(600, 450)"
ISIC_0026268.jpg,"(450, 450)","(600, 450)"
ISIC_0031727.jpg,"(450, 450)","(600, 450)"
ISIC_0033267.jpg,"(450, 450)","(600, 450)"
ISIC_0027968.jpg,"(450, 450)","(600, 450)"
ISIC_0030915.jpg,"(450, 450)","(600, 450)"
ISIC_0027622.jpg,"(450, 450)","(600, 450)"
ISIC_0027526.jpg,"(450, 450)","(600, 450)"
ISIC_0027316.jpg,"(450, 450)","(600, 450)"
ISIC_0010252.jpg,"(768, 768)","(1024, 768)"
ISIC_0026570.jpg,"(450, 450)","(600, 450)"
ISIC_0025686.jpg,"(450, 450)","(600, 450)"
ISIC_0028053.jpg,"(450, 450)","(600, 450)"
ISIC_0028289.jpg,"(450, 450)","(600, 450)"
ISIC_0014308_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0029831.jpg,"(450, 450)","(600, 450)"
ISIC_0030556.jpg,"(450, 450)","(600, 450)"
ISIC_0029844.jpg,"(450, 450)","(600, 450)"
ISIC_0011163.jpg,"(768, 768)","(1024, 768)"
ISIC_0000049_downsampled.jpg,"(768, 768)","(1024, 768)"
ISIC_0026624.jpg,"(450, 450)","(600, 450)"
ISIC_0014936_downsampled.jpg,"(680, 680)","(1024, 681)"
ISIC_0012773_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0032790.jpg,"(450, 450)","(600, 450)"
ISIC_0029911.jpg,"(450, 450)","(600, 450)"
ISIC_0032175.jpg,"(450, 450)","(600, 450)"
ISIC_0030130.jpg,"(450, 450)","(600, 450)"
ISIC_0033627.jpg,"(450, 450)","(600, 450)"
ISIC_0032162.jpg,"(450, 450)","(600, 450)"
ISIC_0032372.jpg,"(450, 450)","(600, 450)"
ISIC_0032917.jpg,"(450, 450)","(600, 450)"
ISIC_0028272.jpg,"(450, 450)","(600, 450)"
ISIC_0027947.jpg,"(450, 450)","(600, 450)"
ISIC_0028412.jpg,"(450, 450)","(600, 450)"
ISIC_0033245.jpg,"(450, 450)","(600, 450)"
ISIC_0032848.jpg,"(450, 450)","(600, 450)"
ISIC_0030483.jpg,"(450, 450)","(600, 450)"
ISIC_0014219_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0034021.jpg,"(450, 450)","(600, 450)"
ISIC_0028111.jpg,"(450, 450)","(600, 450)"
ISIC_0027230.jpg,"(450, 450)","(600, 450)"
ISIC_0032412.jpg,"(450, 450)","(600, 450)"
ISIC_0014610_downsampled.jpg,"(764, 764)","(1024, 764)"
ISIC_0034239.jpg,"(450, 450)","(600, 450)"
ISIC_0034229.jpg,"(450, 450)","(600, 450)"
ISIC_0026582.jpg,"(450, 450)","(600, 450)"
ISIC_0033457.jpg,"(450, 450)","(600, 450)"
ISIC_0030830.jpg,"(450, 450)","(600, 450)"
ISIC_0031229.jpg,"(450, 450)","(600, 450)"
ISIC_0025098.jpg,"(450, 450)","(600, 450)"
ISIC_0029572.jpg,"(450, 450)","(600, 450)"
ISIC_0014778_downsampled.jpg,"(676, 676)","(1024, 677)"
ISIC_0031196.jpg,"(450, 450)","(600, 450)"
ISIC_0000135_downsampled.jpg,"(768, 768)","(1024, 768)"
ISIC_0025198.jpg,"(450, 450)","(600, 450)"
ISIC_0027586.jpg,"(450, 450)","(600, 450)"
ISIC_0014327_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0034182.jpg,"(450, 450)","(600, 450)"
ISIC_0033281.jpg,"(450, 450)","(600, 450)"
ISIC_0031242.jpg,"(450, 450)","(600, 450)"
ISIC_0029344.jpg,"(450, 450)","(600, 450)"
ISIC_0024507.jpg,"(450, 450)","(600, 450)"
ISIC_0015436_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0029923.jpg,"(450, 450)","(600, 450)"
ISIC_0013806_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0030809.jpg,"(450, 450)","(600, 450)"
ISIC_0027173.jpg,"(450, 450)","(600, 450)"
ISIC_0024350.jpg,"(450, 450)","(600, 450)"
ISIC_0030050.jpg,"(450, 450)","(600, 450)"
ISIC_0032948.jpg,"(450, 450)","(600, 450)"
ISIC_0024594.jpg,"(450, 450)","(600, 450)"
ISIC_0026529.jpg,"(450, 450)","(600, 450)"
ISIC_0024753.jpg,"(450, 450)","(600, 450)"
ISIC_0026271.jpg,"(450, 450)","(600, 450)"
ISIC_0034196.jpg,"(450, 450)","(600, 450)"
ISIC_0026983.jpg,"(450, 450)","(600, 450)"
ISIC_0012487_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0034006.jpg,"(450, 450)","(600, 450)"
ISIC_0024860.jpg,"(450, 450)","(600, 450)"
ISIC_0026940.jpg,"(450, 450)","(600, 450)"
ISIC_0024636.jpg,"(450, 450)","(600, 450)"
ISIC_0028872.jpg,"(450, 450)","(600, 450)"
ISIC_0028627.jpg,"(450, 450)","(600, 450)"
ISIC_0028162.jpg,"(450, 450)","(600, 450)"
ISIC_0030464.jpg,"(450, 450)","(600, 450)"
ISIC_0008626_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0032414.jpg,"(450, 450)","(600, 450)"
ISIC_0029627.jpg,"(450, 450)","(600, 450)"
ISIC_0030435.jpg,"(450, 450)","(600, 450)"
ISIC_0032446.jpg,"(450, 450)","(600, 450)"
ISIC_0029235.jpg,"(450, 450)","(600, 450)"
ISIC_0026126.jpg,"(450, 450)","(600, 450)"
ISIC_0031159.jpg,"(450, 450)","(600, 450)"
ISIC_0026527.jpg,"(450, 450)","(600, 450)"
ISIC_0030016.jpg,"(450, 450)","(600, 450)"
ISIC_0000205_downsampled.jpg,"(698, 698)","(1024, 699)"
ISIC_0030087.jpg,"(450, 450)","(600, 450)"
ISIC_0028103.jpg,"(450, 450)","(600, 450)"
ISIC_0026730.jpg,"(450, 450)","(600, 450)"
ISIC_0033101.jpg,"(450, 450)","(600, 450)"
ISIC_0030742.jpg,"(450, 450)","(600, 450)"
ISIC_0000548.jpg,"(750, 750)","(771, 750)"
ISIC_0031808.jpg,"(450, 450)","(600, 450)"
ISIC_0025186.jpg,"(450, 450)","(600, 450)"
ISIC_0013568_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0029842.jpg,"(450, 450)","(600, 450)"
ISIC_0031294.jpg,"(450, 450)","(600, 450)"
ISIC_0026411.jpg,"(450, 450)","(600, 450)"
ISIC_0028026.jpg,"(450, 450)","(600, 450)"
ISIC_0000327.jpg,"(576, 576)","(767, 576)"
ISIC_0025599.jpg,"(450, 450)","(600, 450)"
ISIC_0025922.jpg,"(450, 450)","(600, 450)"
ISIC_0032936.jpg,"(450, 450)","(600, 450)"
ISIC_0026330.jpg,"(450, 450)","(600, 450)"
ISIC_0027601.jpg,"(450, 450)","(600, 450)"
ISIC_0014076_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0026029.jpg,"(450, 450)","(600, 450)"
ISIC_0025121.jpg,"(450, 450)","(600, 450)"
ISIC_0032677.jpg,"(450, 450)","(600, 450)"
ISIC_0030738.jpg,"(450, 450)","(600, 450)"
ISIC_0013739_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0028254.jpg,"(450, 450)","(600, 450)"
ISIC_0028576.jpg,"(450, 450)","(600, 450)"
ISIC_0028892.jpg,"(450, 450)","(600, 450)"
ISIC_0014633_downsampled.jpg,"(764, 764)","(1024, 764)"
ISIC_0010087.jpg,"(768, 768)","(1024, 768)"
ISIC_0028394.jpg,"(450, 450)","(600, 450)"
ISIC_0029681.jpg,"(450, 450)","(600, 450)"
ISIC_0013000_downsampled.jpg,"(684, 684)","(1024, 685)"
ISIC_0033292.jpg,"(450, 450)","(600, 450)"
ISIC_0027402.jpg,"(450, 450)","(600, 450)"
ISIC_0034219.jpg,"(450, 450)","(600, 450)"
ISIC_0033362.jpg,"(450, 450)","(600, 450)"
ISIC_0025953.jpg,"(450, 450)","(600, 450)"
ISIC_0014366_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0030705.jpg,"(450, 450)","(600, 450)"
ISIC_0032821.jpg,"(450, 450)","(600, 450)"
ISIC_0025135.jpg,"(450, 450)","(600, 450)"
ISIC_0029669.jpg,"(450, 450)","(600, 450)"
ISIC_0000210.jpg,"(542, 542)","(722, 542)"
ISIC_0010452.jpg,"(768, 768)","(1024, 768)"
ISIC_0027645.jpg,"(450, 450)","(600, 450)"
ISIC_0032469.jpg,"(450, 450)","(600, 450)"
ISIC_0026889.jpg,"(450, 450)","(600, 450)"
ISIC_0029140.jpg,"(450, 450)","(600, 450)"
ISIC_0027989.jpg,"(450, 450)","(600, 450)"
ISIC_0010599.jpg,"(768, 768)","(1024, 768)"
ISIC_0026731.jpg,"(450, 450)","(600, 450)"
ISIC_0012260_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0028281.jpg,"(450, 450)","(600, 450)"
ISIC_0031639.jpg,"(450, 450)","(600, 450)"
ISIC_0025643.jpg,"(450, 450)","(600, 450)"
ISIC_0015417_downsampled.jpg,"(672, 672)","(1024, 673)"
ISIC_0014658_downsampled.jpg,"(674, 674)","(1024, 674)"
ISIC_0028067.jpg,"(450, 450)","(600, 450)"
ISIC_0013864_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0026274.jpg,"(450, 450)","(600, 450)"
ISIC_0026501.jpg,"(450, 450)","(600, 450)"
ISIC_0026913.jpg,"(450, 450)","(600, 450)"
ISIC_0027456.jpg,"(450, 450)","(600, 450)"
ISIC_0028263.jpg,"(450, 450)","(600, 450)"
ISIC_0000365.jpg,"(576, 576)","(767, 576)"
ISIC_0015313_downsampled.jpg,"(676, 676)","(1024, 676)"
ISIC_0032981.jpg,"(450, 450)","(600, 450)"
ISIC_0033821.jpg,"(450, 450)","(600, 450)"
ISIC_0025970.jpg,"(450, 450)","(600, 450)"
ISIC_0015566_downsampled.jpg,"(684, 684)","(1024, 685)"
ISIC_0030304.jpg,"(450, 450)","(600, 450)"
ISIC_0015206_downsampled.jpg,"(684, 684)","(1024, 684)"
ISIC_0026884.jpg,"(450, 450)","(600, 450)"
ISIC_0026844.jpg,"(450, 450)","(600, 450)"
ISIC_0027765.jpg,"(450, 450)","(600, 450)"
ISIC_0030004.jpg,"(450, 450)","(600, 450)"
ISIC_0028521.jpg,"(450, 450)","(600, 450)"
ISIC_0031516.jpg,"(450, 450)","(600, 450)"
ISIC_0024539.jpg,"(450, 450)","(600, 450)"
ISIC_0013933_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0033638.jpg,"(450, 450)","(600, 450)"
ISIC_0026967.jpg,"(450, 450)","(600, 450)"
ISIC_0028235.jpg,"(450, 450)","(600, 450)"
ISIC_0011214.jpg,"(768, 768)","(1024, 768)"
ISIC_0031836.jpg,"(450, 450)","(600, 450)"
ISIC_0030529.jpg,"(450, 450)","(600, 450)"
ISIC_0029071.jpg,"(450, 450)","(600, 450)"
ISIC_0025365.jpg,"(450, 450)","(600, 450)"
ISIC_0025818.jpg,"(450, 450)","(600, 450)"
ISIC_0024859.jpg,"(450, 450)","(600, 450)"
ISIC_0030104.jpg,"(450, 450)","(600, 450)"
ISIC_0033570.jpg,"(450, 450)","(600, 450)"
ISIC_0000042_downsampled.jpg,"(768, 768)","(1024, 768)"
ISIC_0014178_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0032361.jpg,"(450, 450)","(600, 450)"
ISIC_0032235.jpg,"(450, 450)","(600, 450)"
ISIC_0029083.jpg,"(450, 450)","(600, 450)"
ISIC_0002806_downsampled.jpg,"(680, 680)","(1024, 680)"
ISIC_0015013_downsampled.jpg,"(682, 682)","(1024, 683)"
ISIC_0024715.jpg,"(450, 450)","(600, 450)"
ISIC_0031206.jpg,"(450, 450)","(600, 450)"
