Filename,Dimension Duplicate,Dimension Original
ISIC_0000469.jpg,"(919, 802)","(919, 802)"
ISIC_0012655.jpg,"(2304, 1536)","(2304, 1536)"
ISIC_0013409.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012675.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014238.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012826.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0015079.jpg,"(6621, 4401)","(6621, 4401)"
ISIC_0013174.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014032.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013500.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0011363.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014769.jpg,"(6642, 4422)","(6642, 4422)"
ISIC_0010481.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013530.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0004166.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000052.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0000006.jpg,"(1022, 767)","(1022, 767)"
ISIC_0001142.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0012397.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011090.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000366.jpg,"(767, 576)","(767, 576)"
ISIC_0000319.jpg,"(767, 576)","(767, 576)"
ISIC_0012450.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000480.jpg,"(919, 802)","(919, 802)"
ISIC_0012107.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014248.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010054.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012742.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000475.jpg,"(919, 802)","(919, 802)"
ISIC_0011123.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012773.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014473.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010371.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014076.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011398.jpg,"(1024, 768)","(1024, 768)"
ISIC_0009881.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000109.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0000348.jpg,"(767, 576)","(767, 576)"
ISIC_0012685.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010570.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010213.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000509.jpg,"(919, 802)","(919, 802)"
ISIC_0000086.jpg,"(2592, 1944)","(2592, 1944)"
ISIC_0013155.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012772.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0010206.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000081.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0000034.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0000288.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010055.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000003.jpg,"(1022, 767)","(1022, 767)"
ISIC_0013040.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000381.jpg,"(2101, 1943)","(2101, 1943)"
ISIC_0012521.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013808.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009896.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000029.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0000059.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0013227.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000282.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012672.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010463.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010853.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012810.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000520.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0000549.jpg,"(824, 719)","(824, 719)"
ISIC_0014504.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009961.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013097.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014114.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012384.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009925.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011146.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012478.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012415.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012298.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000532.jpg,"(919, 802)","(919, 802)"
ISIC_0000124.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0013027.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0013190.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0010571.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012770.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000307.jpg,"(767, 576)","(767, 576)"
ISIC_0011207.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014585.jpg,"(5184, 3456)","(5184, 3456)"
ISIC_0009533.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011317.jpg,"(1024, 768)","(1024, 768)"
ISIC_0002806.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011101.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013490.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000269.jpg,"(576, 768)","(576, 768)"
ISIC_0013910.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010586.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013288.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010850.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000100.jpg,"(2272, 1704)","(2272, 1704)"
ISIC_0013364.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000244.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012845.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012670.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010087.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014187.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013193.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010358.jpg,"(1024, 768)","(1024, 768)"
ISIC_0009914.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014511.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009160.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0000453.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0000063.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0000239.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012203.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012676.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0002469.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0000363.jpg,"(767, 576)","(767, 576)"
ISIC_0011321.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013238.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0014843.jpg,"(6642, 4421)","(6642, 4421)"
ISIC_0012257.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014722.jpg,"(6602, 4402)","(6602, 4402)"
ISIC_0014592.jpg,"(2592, 1936)","(2592, 1936)"
ISIC_0010178.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013526.jpg,"(3008, 2000)","(3008, 2000)"
