Filename,Size Duplicate,Size Original
ISIC_0014923.jpg,22760378,22760378
ISIC_0000403.jpg,455844,455844
ISIC_0013166.jpg,2748924,2748924
ISIC_0000351.jpg,157844,157844
ISIC_0013758.jpg,4908647,4908647
ISIC_0012740.jpg,2665045,2665045
ISIC_0013577.jpg,4644224,4644224
ISIC_0014438.jpg,3909822,3909822
ISIC_0012987.jpg,3588593,3588593
ISIC_0014558.jpg,4404346,4404346
ISIC_0014848.jpg,18682634,18682634
ISIC_0000027.jpg,85422,85422
ISIC_0012715.jpg,2772189,2772189
ISIC_0011131.jpg,187124,187124
ISIC_0015485.jpg,18889621,18889621
ISIC_0015355.jpg,19538757,19538757
ISIC_0014814.jpg,16440200,16440200
ISIC_0000253.jpg,77876,77876
ISIC_0004168.jpg,4706710,4706710
ISIC_0009950.jpg,191726,191726
ISIC_0009995.jpg,190162,190162
ISIC_0000529.jpg,388857,388857
ISIC_0009936.jpg,51711,51711
ISIC_0005548.jpg,2913309,2913309
ISIC_0011387.jpg,142417,142417
ISIC_0015960.jpg,2617260,2617260
ISIC_0015189.jpg,16281063,16281063
ISIC_0010344.jpg,168299,168299
ISIC_0012902.jpg,3783765,3783765
ISIC_0013163.jpg,4417011,4417011
ISIC_0014946.jpg,17869336,17869336
ISIC_0014992.jpg,13206618,13206618
ISIC_0015082.jpg,18075081,18075081
ISIC_0010216.jpg,184183,184183
ISIC_0000317.jpg,314987,314987
ISIC_0015163.jpg,14846900,14846900
ISIC_0014994.jpg,16366849,16366849
ISIC_0013287.jpg,4452718,4452718
ISIC_0014937.jpg,20073831,20073831
ISIC_0013567.jpg,5196041,5196041
ISIC_0010334.jpg,198963,198963
ISIC_0010856.jpg,33882,33882
ISIC_0013437.jpg,5382179,5382179
ISIC_0000324.jpg,331928,331928
ISIC_0015229.jpg,12945325,12945325
ISIC_0000164.jpg,63137,63137
ISIC_0012547.jpg,5815211,5815211
ISIC_0011112.jpg,196642,196642
ISIC_0000476.jpg,335466,335466
ISIC_0015641.jpg,17448189,17448189
ISIC_0013310.jpg,7277918,7277918
ISIC_0015203.jpg,14831302,14831302
ISIC_0013365.jpg,7935978,7935978
ISIC_0012086.jpg,4839182,4839182
ISIC_0000198.jpg,28355,28355
ISIC_0011349.jpg,198753,198753
ISIC_0015443.jpg,14837158,14837158
ISIC_0012097.jpg,2305799,2305799
ISIC_0013644.jpg,5479279,5479279
ISIC_0000036.jpg,100811,100811
ISIC_0013942.jpg,4864615,4864615
ISIC_0000207.jpg,77286,77286
ISIC_0013192.jpg,2725394,2725394
ISIC_0013112.jpg,3036882,3036882
ISIC_0012911.jpg,2571284,2571284
ISIC_0013086.jpg,2238332,2238332
ISIC_0012516.jpg,4165866,4165866
ISIC_0000203.jpg,126926,126926
ISIC_0010357.jpg,236009,236009
ISIC_0015593.jpg,19474758,19474758
ISIC_0013797.jpg,3042391,3042391
ISIC_0015984.jpg,3405239,3405239
ISIC_0003582.jpg,3000454,3000454
ISIC_0014904.jpg,14102201,14102201
ISIC_0008396.jpg,4004115,4004115
ISIC_0000265.jpg,117050,117050
ISIC_0014938.jpg,20432787,20432787
ISIC_0007528.jpg,2570153,2570153
ISIC_0016029.jpg,4760492,4760492
ISIC_0012201.jpg,2641507,2641507
ISIC_0015274.jpg,14274864,14274864
ISIC_0013675.jpg,4420217,4420217
ISIC_0014912.jpg,18303447,18303447
ISIC_0000547.jpg,37805,37805
ISIC_0014347.jpg,3495470,3495470
ISIC_0012708.jpg,1651927,1651927
ISIC_0003056.jpg,6382343,6382343
ISIC_0012406.jpg,4981059,4981059
ISIC_0012284.jpg,2770182,2770182
ISIC_0010455.jpg,76389,76389
ISIC_0013684.jpg,2684551,2684551
ISIC_0013595.jpg,1486141,1486141
ISIC_0000518.jpg,476092,476092
ISIC_0000040.jpg,71846,71846
ISIC_0010365.jpg,196984,196984
ISIC_0010029.jpg,175988,175988
ISIC_0003462.jpg,2613615,2613615
ISIC_0012876.jpg,3690599,3690599
ISIC_0014989.jpg,15066539,15066539
ISIC_0015185.jpg,14675076,14675076
ISIC_0011366.jpg,181382,181382
ISIC_0000199.jpg,32088,32088
ISIC_0010565.jpg,152045,152045
ISIC_0000160.jpg,39015,39015
ISIC_0009758.jpg,2425545,2425545
ISIC_0013639.jpg,2687306,2687306
ISIC_0010175.jpg,190627,190627
ISIC_0008552.jpg,4234079,4234079
ISIC_0000066.jpg,39732,39732
ISIC_0015603.jpg,17522570,17522570
ISIC_0013026.jpg,4376487,4376487
ISIC_0015971.jpg,2664584,2664584
ISIC_0000060.jpg,98239,98239
ISIC_0012417.jpg,4833163,4833163
ISIC_0013809.jpg,4822347,4822347
ISIC_0014951.jpg,17078757,17078757
ISIC_0013094.jpg,3357349,3357349
ISIC_0010044.jpg,160834,160834
ISIC_0014255.jpg,4400209,4400209
ISIC_0013651.jpg,5127135,5127135
ISIC_0013652.jpg,2708034,2708034
ISIC_0000338.jpg,308044,308044
ISIC_0009904.jpg,210489,210489
ISIC_0011329.jpg,257525,257525
ISIC_0014952.jpg,21422247,21422247
ISIC_0014754.jpg,18137151,18137151
ISIC_0005787.jpg,2621649,2621649
ISIC_0014554.jpg,4744400,4744400
ISIC_0016069.jpg,4366439,4366439
ISIC_0013394.jpg,7677209,7677209
ISIC_0012662.jpg,1558863,1558863
ISIC_0000259.jpg,164217,164217
ISIC_0014580.jpg,1095979,1095979
ISIC_0016000.jpg,4149156,4149156
ISIC_0011199.jpg,207113,207113
ISIC_0012363.jpg,5244714,5244714
ISIC_0013070.jpg,567282,567282
ISIC_0013023.jpg,2514455,2514455
ISIC_0013775.jpg,7658529,7658529
ISIC_0012768.jpg,2827666,2827666
ISIC_0000490.jpg,359324,359324
ISIC_0014433.jpg,3952938,3952938
ISIC_0013739.jpg,2557565,2557565
ISIC_0012711.jpg,2465209,2465209
ISIC_0001306.jpg,2834745,2834745
ISIC_0003346.jpg,5265461,5265461
ISIC_0013165.jpg,3350688,3350688
ISIC_0014643.jpg,945720,945720
ISIC_0010069.jpg,176236,176236
ISIC_0000217.jpg,55266,55266
ISIC_0000283.jpg,130798,130798
ISIC_0015078.jpg,20247405,20247405
ISIC_0016071.jpg,3349483,3349483
ISIC_0000188.jpg,134367,134367
ISIC_0003559.jpg,4981027,4981027
ISIC_0012245.jpg,4677534,4677534
ISIC_0001267.jpg,2851962,2851962
ISIC_0014410.jpg,5092928,5092928
ISIC_0014395.jpg,3394628,3394628
ISIC_0000458.jpg,451517,451517
ISIC_0000900.jpg,2445101,2445101
ISIC_0009960.jpg,147595,147595
ISIC_0013073.jpg,2659589,2659589
ISIC_0014046.jpg,3800563,3800563
ISIC_0009975.jpg,193508,193508
ISIC_0005620.jpg,2400532,2400532
ISIC_0013395.jpg,4361585,4361585
ISIC_0000494.jpg,599081,599081
ISIC_0014628.jpg,1063738,1063738
ISIC_0012143.jpg,3446510,3446510
ISIC_0000208.jpg,127662,127662
ISIC_0011306.jpg,142872,142872
ISIC_0012109.jpg,2473525,2473525
ISIC_0014713.jpg,13071220,13071220
ISIC_0014853.jpg,20541563,20541563
ISIC_0014809.jpg,16975274,16975274
ISIC_0008600.jpg,2325020,2325020
ISIC_0011300.jpg,111765,111765
ISIC_0000477.jpg,266980,266980
ISIC_0014518.jpg,5462022,5462022
ISIC_0015950.jpg,3347195,3347195
ISIC_0015617.jpg,17368716,17368716
ISIC_0001367.jpg,2801066,2801066
ISIC_0009933.jpg,131746,131746
ISIC_0015224.jpg,15728027,15728027
ISIC_0000126.jpg,1412566,1412566
ISIC_0000372.jpg,334935,334935
ISIC_0016003.jpg,2712252,2712252
ISIC_0000418.jpg,616424,616424
ISIC_0014640.jpg,861102,861102
ISIC_0007693.jpg,2589489,2589489
ISIC_0000388.jpg,494853,494853
ISIC_0013778.jpg,5658288,5658288
ISIC_0014908.jpg,20851183,20851183
ISIC_0001190.jpg,4223254,4223254
ISIC_0013274.jpg,7460476,7460476
ISIC_0011107.jpg,169940,169940
ISIC_0013429.jpg,4850392,4850392
ISIC_0014749.jpg,16528625,16528625
ISIC_0014773.jpg,14455599,14455599
ISIC_0013141.jpg,2548800,2548800
ISIC_0009888.jpg,151496,151496
ISIC_0012673.jpg,2008115,2008115
ISIC_0015403.jpg,15727914,15727914
ISIC_0014876.jpg,13077924,13077924
ISIC_0002879.jpg,2404096,2404096
ISIC_0010468.jpg,180297,180297
ISIC_0000220.jpg,53389,53389
ISIC_0011353.jpg,180481,180481
ISIC_0010465.jpg,53242,53242
ISIC_0015019.jpg,15151312,15151312
ISIC_0000427.jpg,813957,813957
ISIC_0002453.jpg,2849574,2849574
ISIC_0015955.jpg,2599991,2599991
ISIC_0013958.jpg,3141077,3141077
ISIC_0015969.jpg,2848267,2848267
ISIC_0013024.jpg,2718253,2718253
ISIC_0010488.jpg,37580,37580
ISIC_0000022.jpg,99491,99491
ISIC_0010212.jpg,186859,186859
ISIC_0013802.jpg,2794747,2794747
ISIC_0009917.jpg,197894,197894
ISIC_0014158.jpg,3855095,3855095
ISIC_0012657.jpg,1826656,1826656
ISIC_0013465.jpg,4895453,4895453
ISIC_0011167.jpg,180731,180731
ISIC_0011324.jpg,201885,201885
ISIC_0015206.jpg,14813444,14813444
ISIC_0010320.jpg,182928,182928
ISIC_0014735.jpg,19047139,19047139
ISIC_0012804.jpg,2182124,2182124
ISIC_0015211.jpg,19332338,19332338
ISIC_0014872.jpg,17066854,17066854
ISIC_0013217.jpg,3287004,3287004
ISIC_0013089.jpg,4207141,4207141
ISIC_0011334.jpg,230359,230359
ISIC_0013173.jpg,3089503,3089503
ISIC_0012999.jpg,3539551,3539551
ISIC_0012949.jpg,2374860,2374860
ISIC_0012654.jpg,1785876,1785876
ISIC_0013229.jpg,4882985,4882985
ISIC_0000053.jpg,97997,97997
ISIC_0000150.jpg,1502761,1502761
ISIC_0015369.jpg,18023230,18023230
ISIC_0015079.jpg,17452918,17452918
ISIC_0012357.jpg,2622557,2622557
ISIC_0011386.jpg,212167,212167
ISIC_0012856.jpg,3625050,3625050
ISIC_0013936.jpg,2651247,2651247
ISIC_0012855.jpg,2510346,2510346
ISIC_0012435.jpg,2553065,2553065
ISIC_0016057.jpg,4429785,4429785
ISIC_0010038.jpg,167336,167336
ISIC_0014133.jpg,3592412,3592412
ISIC_0015331.jpg,18652873,18652873
ISIC_0000281.jpg,156264,156264
ISIC_0002438.jpg,3120589,3120589
ISIC_0005187.jpg,2835395,2835395
ISIC_0013748.jpg,5264767,5264767
ISIC_0012311.jpg,2277834,2277834
ISIC_0013411.jpg,4475354,4475354
ISIC_0011090.jpg,42837,42837
ISIC_0014178.jpg,3355972,3355972
ISIC_0007141.jpg,2895308,2895308
ISIC_0000539.jpg,36034,36034
ISIC_0015276.jpg,19100788,19100788
ISIC_0000366.jpg,325825,325825
ISIC_0012450.jpg,5653678,5653678
ISIC_0013897.jpg,4999317,4999317
ISIC_0000535.jpg,38682,38682
ISIC_0016072.jpg,5019621,5019621
ISIC_0003308.jpg,2770292,2770292
ISIC_0000524.jpg,420572,420572
ISIC_0009974.jpg,197443,197443
ISIC_0015982.jpg,2627555,2627555
ISIC_0000480.jpg,561593,561593
ISIC_0000119.jpg,1156684,1156684
ISIC_0010262.jpg,167885,167885
ISIC_0012742.jpg,2687162,2687162
ISIC_0014324.jpg,3820205,3820205
ISIC_0014716.jpg,14739505,14739505
ISIC_0014076.jpg,3386298,3386298
ISIC_0010011.jpg,150596,150596
ISIC_0013124.jpg,3959150,3959150
ISIC_0010557.jpg,160289,160289
ISIC_0015009.jpg,14538013,14538013
ISIC_0014273.jpg,3554596,3554596
ISIC_0015476.jpg,20984888,20984888
ISIC_0012325.jpg,2628185,2628185
ISIC_0000310.jpg,340605,340605
ISIC_0007038.jpg,4305644,4305644
ISIC_0010014.jpg,165009,165009
ISIC_0015223.jpg,16215846,16215846
ISIC_0013257.jpg,4492511,4492511
ISIC_0012256.jpg,5021499,5021499
ISIC_0012351.jpg,2785423,2785423
ISIC_0015208.jpg,12834454,12834454
ISIC_0000321.jpg,318792,318792
ISIC_0014694.jpg,15384491,15384491
ISIC_0013155.jpg,2619672,2619672
ISIC_0016070.jpg,5388992,5388992
ISIC_0010233.jpg,278000,278000
ISIC_0009860.jpg,4116001,4116001
ISIC_0014797.jpg,12093688,12093688
ISIC_0000455.jpg,408897,408897
ISIC_0013129.jpg,2726170,2726170
ISIC_0010322.jpg,192383,192383
ISIC_0010055.jpg,150548,150548
ISIC_0012489.jpg,3841809,3841809
ISIC_0013150.jpg,2499848,2499848
ISIC_0015559.jpg,16516724,16516724
ISIC_0000425.jpg,607110,607110
ISIC_0010493.jpg,208091,208091
ISIC_0012722.jpg,3465302,3465302
ISIC_0009896.jpg,161829,161829
ISIC_0000029.jpg,106003,106003
ISIC_0016026.jpg,2715481,2715481
ISIC_0000059.jpg,81767,81767
ISIC_0010461.jpg,158809,158809
ISIC_0000374.jpg,302036,302036
ISIC_0000377.jpg,517780,517780
ISIC_0010463.jpg,56266,56266
ISIC_0015483.jpg,17218786,17218786
ISIC_0010013.jpg,158236,158236
ISIC_0009961.jpg,161745,161745
ISIC_0012702.jpg,2716475,2716475
ISIC_0015997.jpg,3296091,3296091
ISIC_0011146.jpg,221591,221591
ISIC_0014586.jpg,1963329,1963329
ISIC_0000488.jpg,449450,449450
ISIC_0016050.jpg,3351907,3351907
ISIC_0000124.jpg,1002054,1002054
ISIC_0012690.jpg,2707256,2707256
ISIC_0015464.jpg,13468433,13468433
ISIC_0013027.jpg,3785360,3785360
ISIC_0013414.jpg,5489022,5489022
ISIC_0014928.jpg,18840296,18840296
ISIC_0011317.jpg,192273,192273
ISIC_0000294.jpg,171771,171771
ISIC_0013492.jpg,2395475,2395475
ISIC_0014513.jpg,5130131,5130131
ISIC_0015057.jpg,18270882,18270882
ISIC_0009942.jpg,215465,215465
ISIC_0012726.jpg,2670479,2670479
ISIC_0013364.jpg,4807963,4807963
ISIC_0013995.jpg,5257924,5257924
ISIC_0012548.jpg,4729303,4729303
ISIC_0010057.jpg,173152,173152
ISIC_0010848.jpg,154337,154337
ISIC_0002975.jpg,4839443,4839443
ISIC_0000192.jpg,131935,131935
ISIC_0014821.jpg,12820968,12820968
ISIC_0013403.jpg,4841366,4841366
ISIC_0012520.jpg,4421367,4421367
ISIC_0010090.jpg,153157,153157
ISIC_0010380.jpg,215425,215425
ISIC_0010487.jpg,157911,157911
ISIC_0014366.jpg,4557505,4557505
ISIC_0010205.jpg,45056,45056
ISIC_0009891.jpg,143563,143563
ISIC_0008659.jpg,4224577,4224577
ISIC_0015056.jpg,13587458,13587458
ISIC_0010204.jpg,164265,164265
ISIC_0015127.jpg,18446962,18446962
ISIC_0014966.jpg,17615402,17615402
ISIC_0014843.jpg,13709082,13709082
ISIC_0014722.jpg,17308594,17308594
ISIC_0002673.jpg,2338028,2338028
ISIC_0010016.jpg,206352,206352
ISIC_0010178.jpg,141541,141541
ISIC_0002647.jpg,4550730,4550730
ISIC_0011159.jpg,80825,80825
ISIC_0011170.jpg,166843,166843
ISIC_0000426.jpg,772642,772642
ISIC_0011212.jpg,47481,47481
ISIC_0010364.jpg,203083,203083
ISIC_0013330.jpg,4555309,4555309
ISIC_0003805.jpg,2731206,2731206
ISIC_0010847.jpg,217456,217456
ISIC_0000001.jpg,38941,38941
ISIC_0000176.jpg,78897,78897
ISIC_0014600.jpg,969121,969121
ISIC_0014943.jpg,15956753,15956753
ISIC_0014921.jpg,20868249,20868249
ISIC_0015412.jpg,17452173,17452173
ISIC_0010062.jpg,64863,64863
ISIC_0000096.jpg,1067813,1067813
ISIC_0013191.jpg,2716529,2716529
ISIC_0011084.jpg,218398,218398
ISIC_0012884.jpg,2384434,2384434
ISIC_0014973.jpg,18857525,18857525
ISIC_0014963.jpg,19847701,19847701
ISIC_0010341.jpg,189268,189268
ISIC_0015256.jpg,15851527,15851527
ISIC_0015150.jpg,15272512,15272512
ISIC_0012814.jpg,2604836,2604836
ISIC_0000493.jpg,340837,340837
ISIC_0011085.jpg,243769,243769
ISIC_0010606.jpg,189638,189638
ISIC_0000035.jpg,92772,92772
ISIC_0013233.jpg,2702657,2702657
ISIC_0015627.jpg,17531706,17531706
ISIC_0012258.jpg,4849735,4849735
ISIC_0015293.jpg,20482288,20482288
ISIC_0000555.jpg,41572,41572
ISIC_0012288.jpg,4546118,4546118
ISIC_0014846.jpg,14074250,14074250
ISIC_0009885.jpg,153233,153233
ISIC_0013793.jpg,1776224,1776224
ISIC_0014947.jpg,18726910,18726910
ISIC_0014430.jpg,3796658,3796658
ISIC_0013048.jpg,2909057,2909057
ISIC_0000215.jpg,65294,65294
ISIC_0009945.jpg,239161,239161
ISIC_0010022.jpg,171323,171323
ISIC_0012213.jpg,2615855,2615855
ISIC_0009083.jpg,4401798,4401798
ISIC_0012261.jpg,5160846,5160846
ISIC_0013981.jpg,4983589,4983589
ISIC_0013980.jpg,4824519,4824519
ISIC_0000091.jpg,1323881,1323881
ISIC_0014830.jpg,18211708,18211708
ISIC_0009800.jpg,4775941,4775941
ISIC_0012089.jpg,5139530,5139530
ISIC_0014786.jpg,16385839,16385839
ISIC_0008280.jpg,2555257,2555257
ISIC_0013249.jpg,4495329,4495329
ISIC_0012212.jpg,2324036,2324036
ISIC_0011333.jpg,52978,52978
ISIC_0000449.jpg,930861,930861
ISIC_0015440.jpg,16808752,16808752
ISIC_0015179.jpg,17808665,17808665
ISIC_0010452.jpg,77115,77115
ISIC_0012246.jpg,4692957,4692957
ISIC_0000530.jpg,366141,366141
ISIC_0010350.jpg,184117,184117
ISIC_0001188.jpg,4664526,4664526
ISIC_0015625.jpg,17438683,17438683
ISIC_0000179.jpg,112886,112886
ISIC_0013886.jpg,4053812,4053812
ISIC_0014755.jpg,15430253,15430253
ISIC_0013663.jpg,5177324,5177324
ISIC_0011305.jpg,201833,201833
ISIC_0011083.jpg,175353,175353
ISIC_0000026.jpg,71077,71077
ISIC_0014854.jpg,19853104,19853104
ISIC_0011081.jpg,246617,246617
ISIC_0010215.jpg,192491,192491
ISIC_0015311.jpg,20499532,20499532
ISIC_0012333.jpg,2534455,2534455
ISIC_0015526.jpg,19548235,19548235
ISIC_0000214.jpg,69123,69123
ISIC_0008913.jpg,4163382,4163382
ISIC_0015202.jpg,20785223,20785223
ISIC_0012216.jpg,2514384,2514384
ISIC_0011102.jpg,216695,216695
ISIC_0011114.jpg,184554,184554
ISIC_0013224.jpg,3384343,3384343
ISIC_0000042.jpg,102239,102239
ISIC_0013835.jpg,5127320,5127320
ISIC_0000177.jpg,61853,61853
ISIC_0011210.jpg,265615,265615
ISIC_0014527.jpg,4241116,4241116
ISIC_0000365.jpg,323757,323757
ISIC_0010182.jpg,62053,62053
ISIC_0013865.jpg,4981557,4981557
ISIC_0010228.jpg,89089,89089
ISIC_0010449.jpg,162510,162510
ISIC_0001275.jpg,2584687,2584687
ISIC_0014794.jpg,12936958,12936958
ISIC_0013794.jpg,2544911,2544911
ISIC_0013709.jpg,2770280,2770280
ISIC_0001103.jpg,742507,742507
ISIC_0014815.jpg,14929475,14929475
ISIC_0011128.jpg,172150,172150
ISIC_0000145.jpg,1105950,1105950
ISIC_0016011.jpg,5371879,5371879
ISIC_0012990.jpg,2672294,2672294
ISIC_0012320.jpg,2352117,2352117
ISIC_0006651.jpg,2666732,2666732
ISIC_0011367.jpg,163877,163877
ISIC_0000500.jpg,391764,391764
ISIC_0011343.jpg,199139,199139
ISIC_0013832.jpg,2434040,2434040
ISIC_0000510.jpg,464780,464780
ISIC_0013596.jpg,2865061,2865061
ISIC_0008406.jpg,5659450,5659450
ISIC_0014331.jpg,3860369,3860369
ISIC_0010458.jpg,135160,135160
ISIC_0011341.jpg,175294,175294
ISIC_0012102.jpg,2260862,2260862
ISIC_0000230.jpg,60609,60609
ISIC_0014423.jpg,4090741,4090741
ISIC_0014289.jpg,3734614,3734614
ISIC_0011228.jpg,249328,249328
ISIC_0013458.jpg,4649112,4649112
ISIC_0000116.jpg,1080165,1080165
ISIC_0001186.jpg,3979634,3979634
ISIC_0000112.jpg,1325396,1325396
ISIC_0011352.jpg,180421,180421
ISIC_0014353.jpg,5126301,5126301
ISIC_0013527.jpg,2939341,2939341
ISIC_0015975.jpg,2912080,2912080
ISIC_0014897.jpg,17646606,17646606
ISIC_0015481.jpg,12421441,12421441
ISIC_0012360.jpg,3085058,3085058
ISIC_0000359.jpg,330966,330966
ISIC_0012445.jpg,4856798,4856798
ISIC_0013986.jpg,2767097,2767097
ISIC_0005247.jpg,2308374,2308374
ISIC_0013568.jpg,2618295,2618295
ISIC_0000408.jpg,559100,559100
ISIC_0008207.jpg,5721106,5721106
ISIC_0012661.jpg,1548770,1548770
ISIC_0016012.jpg,5107724,5107724
ISIC_0013888.jpg,4761309,4761309
ISIC_0012517.jpg,4250328,4250328
ISIC_0001140.jpg,263477,263477
ISIC_0000072.jpg,47562,47562
ISIC_0012697.jpg,2714600,2714600
ISIC_0014284.jpg,3760287,3760287
ISIC_0012126.jpg,2464799,2464799
ISIC_0015956.jpg,2426225,2426225
ISIC_0010475.jpg,37696,37696
ISIC_0015946.jpg,3473640,3473640
ISIC_0009966.jpg,48388,48388
ISIC_0000460.jpg,404496,404496
ISIC_0000496.jpg,327405,327405
ISIC_0011166.jpg,214505,214505
ISIC_0010572.jpg,204091,204091
ISIC_0010441.jpg,165529,165529
ISIC_0015175.jpg,15328899,15328899
ISIC_0000167.jpg,70555,70555
ISIC_0002489.jpg,2604800,2604800
ISIC_0012379.jpg,2636281,2636281
ISIC_0000138.jpg,1278139,1278139
ISIC_0014979.jpg,14093651,14093651
ISIC_0016013.jpg,5595271,5595271
ISIC_0013736.jpg,8499235,8499235
ISIC_0000156.jpg,1511612,1511612
ISIC_0015353.jpg,19352231,19352231
ISIC_0012945.jpg,2698257,2698257
ISIC_0010265.jpg,190233,190233
ISIC_0013204.jpg,2641222,2641222
ISIC_0013603.jpg,2891682,2891682
ISIC_0015089.jpg,21158396,21158396
ISIC_0013561.jpg,3436350,3436350
ISIC_0000295.jpg,329314,329314
ISIC_0011361.jpg,243263,243263
ISIC_0015062.jpg,18061351,18061351
ISIC_0010474.jpg,76306,76306
ISIC_0014657.jpg,17827791,17827791
ISIC_0014860.jpg,15684208,15684208
ISIC_0009875.jpg,193465,193465
ISIC_0013203.jpg,2637146,2637146
ISIC_0016066.jpg,4336572,4336572
ISIC_0010852.jpg,165767,165767
ISIC_0014535.jpg,4295086,4295086
ISIC_0011358.jpg,174560,174560
ISIC_0012356.jpg,2568568,2568568
ISIC_0001133.jpg,316492,316492
ISIC_0012273.jpg,2733516,2733516
ISIC_0011079.jpg,50481,50481
ISIC_0000231.jpg,58144,58144
ISIC_0013424.jpg,4851752,4851752
ISIC_0012682.jpg,2670620,2670620
ISIC_0010056.jpg,149113,149113
ISIC_0000554.jpg,41966,41966
ISIC_0014599.jpg,1113778,1113778
ISIC_0014346.jpg,4578329,4578329
ISIC_0015264.jpg,20815407,20815407
ISIC_0000143.jpg,773299,773299
ISIC_0015309.jpg,15656619,15656619
ISIC_0000147.jpg,1348705,1348705
ISIC_0013212.jpg,2513659,2513659
ISIC_0011211.jpg,45964,45964
ISIC_0014066.jpg,3917710,3917710
ISIC_0000336.jpg,322384,322384
ISIC_0010006.jpg,217994,217994
ISIC_0010235.jpg,149810,149810
ISIC_0009956.jpg,145147,145147
ISIC_0013816.jpg,5610803,5610803
ISIC_0014726.jpg,14328548,14328548
ISIC_0012221.jpg,3930224,3930224
ISIC_0010337.jpg,230236,230236
ISIC_0000137.jpg,1166166,1166166
ISIC_0000314.jpg,309693,309693
