Filename,Size Duplicate,Size Original
ISIC_0061577.jpg,234363,595889
ISIC_0063851.jpg,190982,534717
ISIC_0028460.jpg,56643,278798
ISIC_0029189.jpg,50036,268553
ISIC_0061313.jpg,179981,471661
ISIC_0028413.jpg,66656,332136
ISIC_0072935.jpg,199140,535467
ISIC_0024960.jpg,46073,263869
ISIC_0031259.jpg,55322,298674
ISIC_0067430.jpg,194195,494531
ISIC_0025206.jpg,67031,341960
ISIC_0024356.jpg,37453,176096
ISIC_0068163.jpg,243379,566798
ISIC_0033605.jpg,48497,276619
ISIC_0061189.jpg,177434,471128
ISIC_0015218_downsampled.jpg,116109,250340
ISIC_0054608.jpg,236563,584934
ISIC_0025534.jpg,55299,259543
ISIC_0070197.jpg,190531,484658
ISIC_0025323.jpg,50961,235005
ISIC_0027399.jpg,51108,275129
ISIC_0027110.jpg,53126,278094
ISIC_0065796.jpg,178164,507124
ISIC_0031047.jpg,53821,282934
ISIC_0063184.jpg,258028,716890
ISIC_0056773.jpg,184022,554977
ISIC_0025724.jpg,38733,161805
ISIC_0073003.jpg,109276,319528
ISIC_0067803.jpg,224464,569003
ISIC_0058833.jpg,185069,480563
ISIC_0030611.jpg,53823,278831
ISIC_0016055_downsampled.jpg,97319,306753
ISIC_0065116.jpg,165413,412476
ISIC_0067035.jpg,162130,428297
ISIC_0056818.jpg,183772,526002
ISIC_0072752.jpg,207429,548801
ISIC_0028852.jpg,57097,284210
ISIC_0030525.jpg,48291,142042
ISIC_0067770.jpg,177521,452521
ISIC_0025483.jpg,49839,270960
ISIC_0031735.jpg,57583,274259
ISIC_0067259.jpg,192900,491120
ISIC_0059806.jpg,152375,437914
ISIC_0014615_downsampled.jpg,143064,258577
ISIC_0014938_downsampled.jpg,159794,356101
ISIC_0060684.jpg,216696,604093
ISIC_0065295.jpg,176083,495017
ISIC_0061137.jpg,138915,412334
ISIC_0064120.jpg,220014,634784
ISIC_0032053.jpg,47579,266092
ISIC_0032137.jpg,49597,273968
ISIC_0053884.jpg,279096,656798
ISIC_0055278.jpg,217241,566559
ISIC_0070516.jpg,236219,603041
ISIC_0013836_downsampled.jpg,65684,128164
ISIC_0072168.jpg,190341,592773
ISIC_0054793.jpg,328067,698282
ISIC_0067228.jpg,196617,496322
ISIC_0032825.jpg,50942,200605
ISIC_0027471.jpg,40161,196674
ISIC_0026753.jpg,42137,198195
ISIC_0070700.jpg,228067,640753
ISIC_0014504_downsampled.jpg,98377,210711
ISIC_0060947.jpg,248185,601034
ISIC_0054850.jpg,230417,603138
ISIC_0069585.jpg,169604,482115
ISIC_0057899.jpg,217628,547301
ISIC_0000299.jpg,121522,336059
ISIC_0058464.jpg,204470,563107
ISIC_0025571.jpg,40449,188275
ISIC_0033081.jpg,47655,288496
ISIC_0014638_downsampled.jpg,144394,248255
ISIC_0063861.jpg,216965,517499
ISIC_0029254.jpg,52955,273703
ISIC_0030279.jpg,40025,185691
ISIC_0069770.jpg,163431,383597
ISIC_0072133.jpg,143581,416288
ISIC_0030177.jpg,42705,233652
ISIC_0027705.jpg,43541,248648
ISIC_0029337.jpg,50315,236365
ISIC_0027073.jpg,47006,220952
ISIC_0066854.jpg,176346,437574
ISIC_0028847.jpg,59449,286768
ISIC_0059349.jpg,217438,542241
ISIC_0024519.jpg,55466,276536
ISIC_0054669.jpg,177777,515685
ISIC_0057442.jpg,230214,560179
ISIC_0012959_downsampled.jpg,137607,295523
ISIC_0013268_downsampled.jpg,119820,287722
ISIC_0033665.jpg,55068,285749
ISIC_0055937.jpg,188743,511842
ISIC_0072140.jpg,126987,376342
ISIC_0025538.jpg,59074,292854
ISIC_0030362.jpg,60987,301161
ISIC_0028801.jpg,53035,275480
ISIC_0000157.jpg,76072,42830
ISIC_0013636_downsampled.jpg,95679,213044
ISIC_0054695.jpg,174173,485812
ISIC_0033872.jpg,59640,311350
ISIC_0071828.jpg,197414,503459
ISIC_0065377.jpg,319311,728086
ISIC_0066157.jpg,131207,342962
ISIC_0000029_downsampled.jpg,128757,212009
ISIC_0026610.jpg,59658,276907
ISIC_0010173.jpg,75693,57791
ISIC_0029458.jpg,54938,290980
ISIC_0026244.jpg,54177,280144
ISIC_0057937.jpg,134197,406230
ISIC_0070068.jpg,280161,692708
ISIC_0031280.jpg,44121,265006
ISIC_0009946.jpg,136431,180382
ISIC_0059711.jpg,248224,631614
ISIC_0031975.jpg,54515,264171
ISIC_0024915.jpg,48792,242891
ISIC_0024618.jpg,49356,274143
ISIC_0056400.jpg,241019,581829
ISIC_0059490.jpg,236089,593752
ISIC_0068265.jpg,241713,609270
ISIC_0069988.jpg,138968,386145
ISIC_0060151.jpg,177952,459962
ISIC_0059231.jpg,191950,525820
ISIC_0029313.jpg,47236,221116
ISIC_0012678_downsampled.jpg,114322,255870
ISIC_0063105.jpg,218245,575319
ISIC_0055509.jpg,146763,435263
ISIC_0055841.jpg,265093,645333
ISIC_0030759.jpg,62400,308101
ISIC_0071437.jpg,162645,460903
ISIC_0012318_downsampled.jpg,115598,234788
ISIC_0031214.jpg,53087,280953
ISIC_0062628.jpg,108741,284705
ISIC_0029511.jpg,51782,275096
ISIC_0026255.jpg,59203,360250
ISIC_0054189.jpg,190858,524361
ISIC_0067648.jpg,178134,502419
ISIC_0054912.jpg,202596,520019
ISIC_0030537.jpg,68751,317300
ISIC_0061224.jpg,181256,456763
ISIC_0064067.jpg,213902,549031
ISIC_0068627.jpg,129917,323522
ISIC_0060035.jpg,171583,457701
ISIC_0068756.jpg,233154,560965
ISIC_0054414.jpg,170051,423835
ISIC_0025539.jpg,61261,295372
ISIC_0059274.jpg,115443,283359
ISIC_0010476.jpg,70440,46662
ISIC_0065315.jpg,152098,378079
ISIC_0026416.jpg,60082,314158
ISIC_0070787.jpg,208344,596239
ISIC_0028926.jpg,52436,237585
ISIC_0032033.jpg,55094,283149
ISIC_0068813.jpg,208228,569026
ISIC_0066534.jpg,133374,371484
ISIC_0026377.jpg,51237,275803
ISIC_0072491.jpg,150989,443521
ISIC_0026214.jpg,71938,352055
ISIC_0014640_downsampled.jpg,135173,234132
ISIC_0058157.jpg,208830,510079
ISIC_0058020.jpg,223057,607721
ISIC_0011105.jpg,86825,52195
ISIC_0070116.jpg,166434,464617
ISIC_0014815_downsampled.jpg,117689,248048
ISIC_0071846.jpg,196362,489289
ISIC_0072514.jpg,198114,490540
ISIC_0030250.jpg,55961,296014
ISIC_0071609.jpg,168566,481644
ISIC_0030769.jpg,53429,284606
ISIC_0055100.jpg,133771,358630
ISIC_0027264.jpg,60552,312098
ISIC_0059418.jpg,120533,395355
ISIC_0067300.jpg,193351,524730
ISIC_0026563.jpg,51050,276680
ISIC_0030871.jpg,66617,339323
ISIC_0000104_downsampled.jpg,108431,162880
ISIC_0054633.jpg,130302,387670
ISIC_0055701.jpg,215265,534888
ISIC_0029023.jpg,67948,349146
ISIC_0033480.jpg,65042,350177
ISIC_0069930.jpg,167205,457668
ISIC_0069840.jpg,170943,455063
ISIC_0015983_downsampled.jpg,95961,196339
ISIC_0014713_downsampled.jpg,114535,236404
ISIC_0072096.jpg,149130,429938
ISIC_0031073.jpg,56237,285267
ISIC_0034191.jpg,46480,265314
ISIC_0030151.jpg,52387,228612
ISIC_0057039.jpg,200150,532592
ISIC_0068832.jpg,216425,554683
ISIC_0065928.jpg,227103,584312
ISIC_0064525.jpg,154833,405305
ISIC_0056604.jpg,234155,610492
ISIC_0032606.jpg,60947,328594
ISIC_0072539.jpg,184742,510369
ISIC_0032665.jpg,52677,199004
ISIC_0025679.jpg,50856,284865
ISIC_0000366.jpg,115258,325825
ISIC_0025930.jpg,71168,358053
ISIC_0071552.jpg,217450,556828
ISIC_0058483.jpg,179133,498385
ISIC_0067814.jpg,198523,527728
ISIC_0071641.jpg,223862,551831
ISIC_0026221.jpg,47567,307273
ISIC_0026268.jpg,67683,307377
ISIC_0031727.jpg,50126,262452
ISIC_0062611.jpg,204056,581158
ISIC_0033267.jpg,61861,225888
ISIC_0055592.jpg,184600,408279
ISIC_0058946.jpg,192664,544780
ISIC_0027968.jpg,55193,284881
ISIC_0062087.jpg,235692,583118
ISIC_0066163.jpg,214597,556319
ISIC_0062534.jpg,206246,646766
ISIC_0030915.jpg,58314,281315
ISIC_0027622.jpg,53923,243965
ISIC_0064654.jpg,179834,498607
ISIC_0060341.jpg,256698,620859
ISIC_0027526.jpg,59225,306678
ISIC_0027316.jpg,74660,359293
ISIC_0010252.jpg,135526,174209
ISIC_0070754.jpg,216446,560819
ISIC_0068368.jpg,241298,578627
ISIC_0059553.jpg,166040,434712
ISIC_0071865.jpg,161570,423903
ISIC_0026570.jpg,45186,259550
ISIC_0066392.jpg,150915,445127
ISIC_0025686.jpg,51709,275046
ISIC_0028053.jpg,58365,296195
ISIC_0069079.jpg,291456,793936
ISIC_0028289.jpg,68593,346610
ISIC_0067801.jpg,271227,674739
ISIC_0057858.jpg,224216,573919
ISIC_0066586.jpg,223723,544335
ISIC_0058984.jpg,183304,498599
ISIC_0066506.jpg,197936,476130
ISIC_0014308_downsampled.jpg,101399,204351
ISIC_0029831.jpg,42083,129182
ISIC_0066504.jpg,118470,303668
ISIC_0064326.jpg,189992,603177
ISIC_0030556.jpg,46503,263774
ISIC_0066190.jpg,219402,565853
ISIC_0066121.jpg,143557,417648
ISIC_0029844.jpg,54016,275353
ISIC_0011163.jpg,105985,135380
ISIC_0054853.jpg,185254,516835
ISIC_0000049_downsampled.jpg,143425,218155
ISIC_0066413.jpg,179301,507672
ISIC_0026624.jpg,49400,287100
ISIC_0064191.jpg,210561,537842
ISIC_0014936_downsampled.jpg,162622,397523
ISIC_0012773_downsampled.jpg,104511,221807
ISIC_0072374.jpg,167086,472788
ISIC_0055254.jpg,269356,654765
ISIC_0057433.jpg,135759,351481
ISIC_0032790.jpg,76194,389341
ISIC_0029911.jpg,63293,327245
ISIC_0063090.jpg,179755,482913
ISIC_0032175.jpg,46436,201797
ISIC_0030130.jpg,61024,302202
ISIC_0056014.jpg,192371,525769
ISIC_0033627.jpg,70115,250318
ISIC_0032162.jpg,66109,336088
ISIC_0067714.jpg,145484,438098
ISIC_0066259.jpg,180776,402177
ISIC_0069342.jpg,183165,493580
ISIC_0032372.jpg,66847,327430
ISIC_0069317.jpg,146353,431343
ISIC_0032917.jpg,61128,348790
ISIC_0053716.jpg,211910,572304
ISIC_0056529.jpg,148223,439909
ISIC_0028272.jpg,54976,278333
ISIC_0027947.jpg,48395,267507
ISIC_0059528.jpg,150765,443040
ISIC_0028412.jpg,58340,305500
ISIC_0033245.jpg,73330,365812
ISIC_0062288.jpg,207029,554396
ISIC_0056682.jpg,172135,477800
ISIC_0056359.jpg,174063,469355
ISIC_0032848.jpg,67252,328245
ISIC_0030483.jpg,65436,355952
ISIC_0014219_downsampled.jpg,80695,155188
ISIC_0065607.jpg,203064,592366
ISIC_0034021.jpg,48882,253788
ISIC_0068255.jpg,213212,607284
ISIC_0028111.jpg,65037,341531
ISIC_0027230.jpg,49003,300347
ISIC_0061244.jpg,198103,537509
ISIC_0056440.jpg,252223,599745
ISIC_0032412.jpg,58907,289348
ISIC_0014610_downsampled.jpg,117748,205346
ISIC_0034239.jpg,57017,288830
ISIC_0069624.jpg,136924,355742
ISIC_0034229.jpg,59659,311305
ISIC_0067893.jpg,175993,491857
ISIC_0026582.jpg,52442,280315
ISIC_0067870.jpg,246095,579537
ISIC_0055139.jpg,97642,248866
ISIC_0066290.jpg,217670,560384
ISIC_0033457.jpg,49372,293432
ISIC_0030830.jpg,73512,370062
ISIC_0066408.jpg,248035,660792
ISIC_0072077.jpg,179429,488086
ISIC_0031229.jpg,68213,340835
ISIC_0057517.jpg,192147,515554
ISIC_0068637.jpg,219582,558944
ISIC_0058537.jpg,247135,596431
ISIC_0025098.jpg,54637,290899
ISIC_0029572.jpg,60351,284371
ISIC_0060481.jpg,318201,717987
ISIC_0014778_downsampled.jpg,121647,242889
ISIC_0031196.jpg,64418,324611
ISIC_0063007.jpg,173541,488090
ISIC_0000135_downsampled.jpg,99520,153989
ISIC_0056964.jpg,200399,497600
ISIC_0025198.jpg,36701,145499
ISIC_0027586.jpg,55181,288466
ISIC_0014327_downsampled.jpg,84532,169497
ISIC_0066102.jpg,246923,584394
ISIC_0034182.jpg,66639,313412
ISIC_0033281.jpg,50555,275668
ISIC_0031242.jpg,45433,264401
ISIC_0059393.jpg,140281,378962
ISIC_0029344.jpg,41459,187765
ISIC_0024507.jpg,49747,240404
ISIC_0015436_downsampled.jpg,145375,304060
ISIC_0065724.jpg,201668,542689
ISIC_0029923.jpg,56385,290085
ISIC_0013806_downsampled.jpg,76659,165388
ISIC_0030809.jpg,54350,251892
ISIC_0027173.jpg,46379,263903
ISIC_0024350.jpg,46697,265330
ISIC_0030050.jpg,69199,346156
ISIC_0032948.jpg,56032,295113
ISIC_0024594.jpg,47420,216188
ISIC_0026529.jpg,50403,272389
ISIC_0024753.jpg,40939,199887
ISIC_0054340.jpg,192507,576396
ISIC_0026271.jpg,49097,268055
ISIC_0070399.jpg,187436,482433
ISIC_0034196.jpg,50637,271367
ISIC_0026983.jpg,49433,267887
ISIC_0012487_downsampled.jpg,121694,267515
ISIC_0071043.jpg,219472,548452
ISIC_0068532.jpg,187956,502295
ISIC_0072428.jpg,223605,575018
ISIC_0034006.jpg,53967,244689
ISIC_0024860.jpg,50068,286812
ISIC_0026940.jpg,52197,244298
ISIC_0024636.jpg,68862,347733
ISIC_0070127.jpg,196661,546512
ISIC_0028872.jpg,49200,234739
ISIC_0059240.jpg,168502,483950
ISIC_0060112.jpg,172483,482941
ISIC_0059722.jpg,161237,441918
ISIC_0060768.jpg,102266,255257
ISIC_0069013.jpg,203885,523816
ISIC_0028627.jpg,57802,282326
ISIC_0028162.jpg,50816,271723
ISIC_0030464.jpg,45376,201514
ISIC_0008626_downsampled.jpg,77942,157322
ISIC_0032414.jpg,54297,260330
ISIC_0066251.jpg,247128,623192
ISIC_0054241.jpg,210697,545344
ISIC_0065684.jpg,172616,446367
ISIC_0059680.jpg,217001,540049
ISIC_0072601.jpg,290657,672512
ISIC_0029627.jpg,40278,174382
ISIC_0030435.jpg,72137,360356
ISIC_0032446.jpg,63902,329535
ISIC_0029235.jpg,60747,309663
ISIC_0070812.jpg,256177,609816
ISIC_0069185.jpg,183335,509297
ISIC_0026126.jpg,58155,261296
ISIC_0031159.jpg,59479,306420
ISIC_0065605.jpg,131092,397808
ISIC_0056661.jpg,207271,609882
ISIC_0066393.jpg,141736,326223
ISIC_0072648.jpg,144676,418555
ISIC_0070133.jpg,193845,615449
ISIC_0026527.jpg,49194,270388
ISIC_0070598.jpg,166566,402111
ISIC_0056672.jpg,189430,601263
ISIC_0030016.jpg,65459,366122
ISIC_0000205_downsampled.jpg,143670,253821
ISIC_0030087.jpg,54457,282983
ISIC_0028103.jpg,46752,220031
ISIC_0054500.jpg,197147,568275
ISIC_0067443.jpg,178425,484293
ISIC_0026730.jpg,58896,283093
ISIC_0069337.jpg,205386,605915
ISIC_0055320.jpg,178883,473087
ISIC_0057072.jpg,220078,623867
ISIC_0057441.jpg,173561,430820
ISIC_0060285.jpg,186183,503395
ISIC_0033101.jpg,56030,322197
ISIC_0058128.jpg,165157,473338
