Filename,Dimension Duplicate,Dimension Original
ISIC_0016054.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015978.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0003308.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0000540.jpg,"(824, 719)","(824, 719)"
ISIC_0013836.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014715.jpg,"(6622, 4400)","(6622, 4400)"
ISIC_0011130.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014219.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009898.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012655.jpg,"(2304, 1536)","(2304, 1536)"
ISIC_0015412.jpg,"(6648, 4419)","(6648, 4419)"
ISIC_0012674.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000433.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0015496.jpg,"(6688, 4459)","(6688, 4459)"
ISIC_0016048.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000198.jpg,"(725, 542)","(725, 542)"
ISIC_0000341.jpg,"(767, 576)","(767, 576)"
ISIC_0012348.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014136.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013173.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000484.jpg,"(919, 802)","(919, 802)"
ISIC_0013201.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013517.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015313.jpg,"(6688, 4419)","(6688, 4419)"
ISIC_0009976.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000066.jpg,"(962, 722)","(962, 722)"
ISIC_0012253.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014469.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013644.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000260.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000012.jpg,"(1022, 767)","(1022, 767)"
ISIC_0000471.jpg,"(919, 802)","(919, 802)"
ISIC_0013794.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009943.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011151.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015031.jpg,"(6602, 4361)","(6602, 4361)"
ISIC_0016065.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012376.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000143.jpg,"(2592, 1944)","(2592, 1944)"
ISIC_0013862.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013487.jpg,"(2304, 1536)","(2304, 1536)"
ISIC_0002453.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0009980.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015963.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0016058.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009929.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011230.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013573.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0002469.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0012204.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009564.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012990.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000489.jpg,"(919, 802)","(919, 802)"
ISIC_0014195.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014361.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000081.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0000136.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0012666.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000094.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0015226.jpg,"(6661, 4441)","(6661, 4441)"
ISIC_0014680.jpg,"(6688, 4439)","(6688, 4439)"
ISIC_0011214.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015284.jpg,"(6708, 4459)","(6708, 4459)"
ISIC_0011095.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014486.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014769.jpg,"(6642, 4422)","(6642, 4422)"
ISIC_0014397.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0016030.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011315.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014500.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013205.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000085.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0013039.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0013713.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010589.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000463.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014072.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000344.jpg,"(767, 576)","(767, 576)"
ISIC_0011227.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014498.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000396.jpg,"(2565, 2000)","(2565, 2000)"
ISIC_0015973.jpg,"(1028, 753)","(1028, 753)"
ISIC_0014473.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015416.jpg,"(6668, 4419)","(6668, 4419)"
ISIC_0012216.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010458.jpg,"(1024, 768)","(1024, 768)"
ISIC_0001118.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0010862.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011168.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010847.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013217.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000336.jpg,"(767, 576)","(767, 576)"
ISIC_0006940.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014173.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014783.jpg,"(6661, 4422)","(6661, 4422)"
ISIC_0009874.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014784.jpg,"(6642, 4422)","(6642, 4422)"
ISIC_0010202.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014089.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012932.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012737.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012741.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010185.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014831.jpg,"(6642, 4420)","(6642, 4420)"
ISIC_0014217.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014723.jpg,"(6602, 4382)","(6602, 4382)"
ISIC_0015447.jpg,"(6641, 4420)","(6641, 4420)"
ISIC_0015353.jpg,"(6688, 4459)","(6688, 4459)"
ISIC_0009868.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012828.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000319.jpg,"(767, 576)","(767, 576)"
ISIC_0010244.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014585.jpg,"(5184, 3456)","(5184, 3456)"
ISIC_0013499.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0014032.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014826.jpg,"(6621, 4401)","(6621, 4401)"
ISIC_0014762.jpg,"(6628, 4419)","(6628, 4419)"
ISIC_0016037.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015990.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0015559.jpg,"(6688, 4419)","(6688, 4419)"
ISIC_0012358.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0008347.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015102.jpg,"(6681, 4441)","(6681, 4441)"
ISIC_0000474.jpg,"(919, 802)","(919, 802)"
ISIC_0013670.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014433.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014069.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010186.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000009.jpg,"(1022, 767)","(1022, 767)"
ISIC_0016024.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0013461.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012290.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013383.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013702.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000053.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0014729.jpg,"(6648, 4439)","(6648, 4439)"
ISIC_0013842.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013434.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015023.jpg,"(6668, 4459)","(6668, 4459)"
ISIC_0000220.jpg,"(962, 674)","(962, 674)"
ISIC_0013518.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012201.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013141.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000212.jpg,"(722, 542)","(722, 542)"
ISIC_0009879.jpg,"(1024, 768)","(1024, 768)"
ISIC_0009958.jpg,"(1024, 768)","(1024, 768)"
ISIC_0005555.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0014324.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010057.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013035.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000247.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000097.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0010011.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000258.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013455.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014546.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013371.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014910.jpg,"(6688, 4459)","(6688, 4459)"
ISIC_0010100.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012212.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000007.jpg,"(1022, 767)","(1022, 767)"
ISIC_0000216.jpg,"(949, 626)","(949, 626)"
ISIC_0001216.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014093.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010374.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013031.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000521.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0000483.jpg,"(919, 802)","(919, 802)"
ISIC_0015212.jpg,"(6640, 4420)","(6640, 4420)"
ISIC_0001262.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0015368.jpg,"(6608, 4399)","(6608, 4399)"
ISIC_0011079.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010493.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013172.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013596.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010232.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014665.jpg,"(6688, 4419)","(6688, 4419)"
ISIC_0006815.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015468.jpg,"(6708, 4439)","(6708, 4439)"
ISIC_0013833.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013287.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014274.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013329.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0016068.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010058.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012223.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000419.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0010093.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013680.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000300.jpg,"(767, 576)","(767, 576)"
ISIC_0002976.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013400.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010067.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010240.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015944.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0015645.jpg,"(6682, 4442)","(6682, 4442)"
ISIC_0014912.jpg,"(6708, 4439)","(6708, 4439)"
ISIC_0016000.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0010267.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010015.jpg,"(1024, 768)","(1024, 768)"
ISIC_0009932.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000167.jpg,"(965, 624)","(965, 624)"
ISIC_0015443.jpg,"(6601, 4401)","(6601, 4401)"
ISIC_0010064.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012792.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000069.jpg,"(1022, 767)","(1022, 767)"
ISIC_0014868.jpg,"(6648, 4439)","(6648, 4439)"
ISIC_0013578.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015991.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0015189.jpg,"(6668, 4439)","(6668, 4439)"
ISIC_0010465.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000313.jpg,"(767, 576)","(767, 576)"
ISIC_0012678.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010356.jpg,"(1024, 768)","(1024, 768)"
ISIC_0016015.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012143.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0016005.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010074.jpg,"(1024, 768)","(1024, 768)"
ISIC_0003462.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0012521.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014795.jpg,"(6641, 4420)","(6641, 4420)"
ISIC_0014839.jpg,"(6622, 4441)","(6622, 4441)"
ISIC_0013595.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010207.jpg,"(1024, 768)","(1024, 768)"
ISIC_0001852.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0000006.jpg,"(1022, 767)","(1022, 767)"
ISIC_0015082.jpg,"(6708, 4439)","(6708, 4439)"
ISIC_0012670.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000541.jpg,"(824, 719)","(824, 719)"
ISIC_0013549.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014522.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000317.jpg,"(767, 576)","(767, 576)"
ISIC_0011199.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015011.jpg,"(6648, 4459)","(6648, 4459)"
ISIC_0014872.jpg,"(6668, 4459)","(6668, 4459)"
ISIC_0008406.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012705.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000191.jpg,"(1502, 1051)","(1502, 1051)"
ISIC_0013967.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013167.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0012094.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014652.jpg,"(2592, 1936)","(2592, 1936)"
ISIC_0014891.jpg,"(6668, 4439)","(6668, 4439)"
ISIC_0013975.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0008879.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000036.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0013342.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013749.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011143.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000073.jpg,"(1022, 767)","(1022, 767)"
ISIC_0014478.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011304.jpg,"(1024, 768)","(1024, 768)"
ISIC_0003056.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014853.jpg,"(6648, 4439)","(6648, 4439)"
ISIC_0011211.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015206.jpg,"(6580, 4401)","(6580, 4401)"
ISIC_0012662.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0015179.jpg,"(6628, 4399)","(6628, 4399)"
ISIC_0014791.jpg,"(6641, 4441)","(6641, 4441)"
ISIC_0013567.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011292.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000492.jpg,"(919, 802)","(919, 802)"
ISIC_0012178.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009918.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014846.jpg,"(6641, 4440)","(6641, 4440)"
ISIC_0000022.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0016016.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000240.jpg,"(1024, 768)","(1024, 768)"
ISIC_0006795.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0001191.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013224.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0014844.jpg,"(6620, 4420)","(6620, 4420)"
ISIC_0015436.jpg,"(6681, 4440)","(6681, 4440)"
ISIC_0013925.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009035.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014288.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014132.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010494.jpg,"(1024, 768)","(1024, 768)"
ISIC_0001254.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0013395.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000358.jpg,"(767, 576)","(767, 576)"
ISIC_0009885.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010468.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014940.jpg,"(6708, 4439)","(6708, 4439)"
ISIC_0000112.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0015962.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013472.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014922.jpg,"(6668, 4439)","(6668, 4439)"
ISIC_0012261.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015255.jpg,"(6688, 4459)","(6688, 4459)"
ISIC_0015958.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0015140.jpg,"(6662, 4382)","(6662, 4382)"
ISIC_0001185.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012930.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009891.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013832.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014527.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013220.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013193.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013048.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0012976.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0013047.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012325.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014961.jpg,"(6688, 4459)","(6688, 4459)"
ISIC_0010452.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010466.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012715.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014687.jpg,"(6668, 4439)","(6668, 4439)"
ISIC_0011102.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010229.jpg,"(1024, 768)","(1024, 768)"
ISIC_0016004.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015157.jpg,"(6602, 4361)","(6602, 4361)"
ISIC_0000532.jpg,"(919, 802)","(919, 802)"
ISIC_0000108.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0014797.jpg,"(6622, 4421)","(6622, 4421)"
ISIC_0013819.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014337.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010173.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000349.jpg,"(767, 576)","(767, 576)"
ISIC_0002459.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0014513.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0015942.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012883.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0001148.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0013799.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000268.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015032.jpg,"(6622, 4402)","(6622, 4402)"
ISIC_0013222.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000044.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0000217.jpg,"(959, 638)","(959, 638)"
ISIC_0004110.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0012329.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000020.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0000169.jpg,"(722, 542)","(722, 542)"
ISIC_0014166.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013369.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0016060.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009906.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012281.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0001275.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0012726.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0015009.jpg,"(6668, 4439)","(6668, 4439)"
ISIC_0015986.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000530.jpg,"(919, 802)","(919, 802)"
ISIC_0013417.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0008524.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013200.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013572.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009936.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015273.jpg,"(6688, 4439)","(6688, 4439)"
ISIC_0009860.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013500.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0013405.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010005.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014480.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012999.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000231.jpg,"(962, 723)","(962, 723)"
ISIC_0008541.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000298.jpg,"(767, 576)","(767, 576)"
ISIC_0013626.jpg,"(3872, 2592)","(3872, 2592)"
